KF761553.1	Oculatella kauaiensis HA4348-LM3	HA4348-LM3	insd
KF761572.1	Oculatella mojaviensis CMT-3BRIN-NPC87	CMT-3BRINC87	insd
KF761580.1	Oculatella atacamensis ATA2-1-KO17	ATA2-1-KO17	insd
KF761588.1	Oculatella atacamensis ATA3-4Q-KO2	ATA3-4Q-KO2	insd
KF934173.1	Scytonema sp. CMT-1BRIN-NPC32	CMT-1BRIN-NPC32	insd
KJ140088.1	Johansenia constricta	-	insd
KJ566946.1	uncultured Streptostemon sp.	-	insd
KJ566947.1	Dapisostemon apicaliramis CCIBt 3318	CCIBt 3318	insd
KJ737427.1	Cyanocohniella calida CCALA 1049	CCALA 1049	insd
KJ746515.1	Chroococcus turgidus AICB61	AICB61	insd
KJ939022.1	Plectolyngbya sp. WJT66-NPBG17	WJT66-NPBG17	insd
KJ939052.1	Myxacorys californica WJT36-NPBG1	WJT36-NPBG1	insd
KJ939059.1	Phormidesmis sp. WJT36-NPBG28	WJT36-NPBG28	insd
KJ939079.1	Myxacorys chilensis ATA2-1-KO14	ATA2-1-KO14	insd
KJ939103.1	Cartusia fontana KOVACIK 1999/1-LC	KOVACIK 1999/1-LC	insd
KM019974.1	Arthronema africanum SAG 12.89	SAG 12.89	insd
KM019983.1	Chamaesiphon polonicus SAG 32.87	SAG 32.87	insd
KM019985.1	Stanieria sp. PCC 7302	SAG 27.84	insd
KM019991.1	Eucapsis minor SAG 14.99	SAG 14.99	insd
KM019999.1	Gomphosphaeria aponina SAG 52.96	SAG 52.96	insd
KM020001.1	Macrochaete lichenoides SAG 32.92	SAG 32.92	insd
KM047000.1	Stigonema informe CBFS A-033	-	insd
KM047017.1	Stigonema ocellatum CBFS A-032	-	insd
KM047020.1	Stigonema panniforme CBFS A-026	-	insd
KM047021.1	Petalonema alatum CBFS A-035	-	insd
KM245027.1	Cuspidothrix issatschenkoi RM-6	RM-6	insd
KM268888.1	Roholtiella edaphica LG-S11	LG-S11	insd
KM268893.1	Roholtiella mojaviensis WJT36-NPBG5B	WJT36-NPBG5B	insd
KM491928.1	Ammassolinea attenuata UPOC 64/2013	UPOC 64/2013	insd
KP640607.1	Pinocchia polymorpha E5	E5	insd
KP640613.1	Pinocchia polymorpha E10	E10	insd
KP688590.1	Scytolyngbya timoleontis XSP3	-	insd
KP835533.1	Leptolyngbya sp. CENA129	CENA129	insd
KR350574.1	Macrochaete psychrophila TS40B/09	TS40B/09	insd
KR697752.1	Limnolyngbya circumcreta CHAB5650	-	insd
KR697758.1	Limnolyngbya circumcreta CHAB5667	-	insd
KT336441.1	Macrochaete santannae CCALA 1093	CCALA 1093	insd
KT731136.1	Xenococcaceae cyanobacterium CENA315	CENA315	insd
KT731151.1	Foliisarcina bertiogensis CENA331	CENA331	insd
KT819293.1	Geitleribactron purpureum Tovel-4	-	insd
KT819296.1	Geitleribactron purpureum Tovel-1	-	insd
KT936560.1	Kyrtuthrix huatulcensis C708-K87	-	insd
KU161652.1	Komarkovaea angustata EY01-AM2	EY01-AM2	insd
KU161669.1	Kovacikia muscicola HA7619-LM3	HA7619-LM3	insd
KU574617.1	Chroococcidiopsis muralis HA8275-LM2	-	insd
KX236190.1	Jacksonvillea apiculata UPOC 58/2013	UPOC 58/2013	insd
KX638487.1	Komarekiella atlantica CCIBT 3483	CCIBT 3483	insd
KX646832.1	Komarekiella atlantica HA4396-MV6	HA4396-MV6	insd
KY078763.1	Pegethrix convoluta GSE-PSE-MK38-07D	GSE-PSE-MK38-07D	insd
KY078765.1	Pegethrix indistincta	GSE-TBC-7GA	insd
KY078768.1	Pegethrix bostrychoides GSE-PSE-MK47-15B	GSE-PSE-MK47-15B	insd
KY078770.1	Drouetiella fasciculata GSE-PSE-MK29-07A	GSE-PSE-MK29-07A	insd
KY078773.1	Timaviella radians GSE-UNK-07R	GSE-UNK-07R	insd
KY078776.1	Kaiparowitsia implicata GSE-PSE-MK54-09C	GSE-PSE-MK54-09C	insd
KY296602.1	Gloeotrichia pisum SL6-1-1	SL6-1-1	insd
KY296603.1	Cyanomargarita melechinii APA-RS9	APA-RS9	insd
KY296606.1	Cyanomargarita calcarea GSE-NOS12-04C	GSE-NOS12-04C	insd
KY296608.1	Rivularia halophila PUNA_NP3_PCI185B	PUNA_NP3_PCI185B	insd
KY498229.1	Tildeniella torsiva	UHER1998/13D	insd
LC006088.1	Synechococcus sp. NKBG15041c	NKBG15041c	insd
LT634149.1	Timaviella circinata GR4	type strain: GR4	insd
LT634150.1	Timaviella karstica GR13	type strain: GR13	insd
MF133444.1	Chamaethrix vaginata F12/109	F12/109	insd
MF191714.1	Thermosynechococcus elongatus BP-1	NIES-2133	insd
MG000960.1	Onodrimia javanensis 27	27	insd
MG255269.1	Oscillatoria princeps CCALA 1115	CCALA 1115	insd
MG255271.1	Oscillatoria princeps CCALA 1115	CCALA 1115	insd
MG710501.1	Pleurocapsa minor GSE_CHR_MK_17_07R	GSE_CHR_MK_17_07R	insd
MG869760.1	Pleurocapsales cyanobacterium ATA6-12-RM16	ATA6-12-RM16	insd
MG869762.1	Pleurocapsales cyanobacterium ATA3-5Q-KO4	ATA3-5Q-KO4	insd
MH427659.1	Nostoc oromo ETH. 2.4. M5	ETH. 2.4. M5	insd
MH427674.1	Nostoc sp. ATA5.5-1-LB6	ATA5.5-1-LB6	insd
MH427692.1	Nostoc indistinguendum CM1-VF10	CM1-VF10	insd
NR_026510.1	Halospirulina tapeticola	CCC Baja-95 Cl.2	refseq
NR_040858.1	Planktothricoides raciborskii	NIES-207	refseq
NR_044104.1	Rubidibacter lacunae KORDI 51-2	KORDI 51-2	refseq
NR_074282.1	Gloeobacter violaceus PCC 7421	PCC 7421	refseq
NR_074309.1	Synechococcus elongatus PCC 6301	PCC 6301	refseq
NR_074314.1	Microcystis aeruginosa	NIES-843	refseq
NR_074317.1	Nostoc punctiforme PCC 73102	PCC 73102	refseq
NR_074407.1	Acaryochloris marina MBIC11017	MBIC11017	refseq
NR_102443.1	Cyanobacterium aponinum	PCC 10605	refseq
NR_102447.1	Cyanobium gracile PCC 6307	PCC 6307	refseq
NR_102450.1	Cyanobacterium stanieri PCC 7202	PCC 7202	refseq
NR_102457.1	Anabaena cylindrica PCC 7122	PCC 7122	refseq
NR_102459.1	Chamaesiphon minutus	PCC 6605	refseq
NR_102462.1	Cylindrospermum stagnale	-	refseq
NR_102463.1	Oscillatoria acuminata PCC 6304	PCC 6304	refseq
NR_102464.1	Chroococcidiopsis thermalis PCC 7203	PCC 7203	refseq
NR_102465.1	Dactylococcopsis salina PCC 8305	PCC 8305	refseq
NR_102468.1	Stanieria cyanosphaera PCC 7437	PCC 7437	refseq
NR_102469.1	Oscillatoria nigro-viridis	PCC 7112	refseq
NR_112106.1	Nodularia spumigena	PCC 73104	refseq
NR_112107.1	Fischerella muscicola PCC 7414	PCC 7414	refseq
NR_112108.1	Chroococcidiopsis thermalis PCC 7203	PCC 7203	refseq
NR_112109.1	Stanieria cyanosphaera PCC 7437	PCC 7437	refseq
NR_112110.1	Lyngbya aestuarii PCC 7419	PCC 7419	refseq
NR_112111.1	Oscillatoria acuminata PCC 6304	PCC 6304	refseq
NR_112112.1	Oscillatoria sancta PCC 7515	PCC 7515	refseq
NR_112123.1	Tychonema bourrellyi	CCAP 1459/11B	refseq
NR_112124.1	Planktothrix rubescens	CYA 18	refseq
NR_112125.1	Planktothrix rubescens	CYA 18	refseq
NR_112126.1	Planktothrix agardhii NIES-204	NIES-204	refseq
NR_112127.1	Planktothrix rubescens	CYA 18	refseq
NR_112128.1	Planktothrix pseudagardhii T1-8-4	T1-8-4	refseq
NR_112129.1	Planktothrix mougeotii TR1-5	TR1-5	refseq
NR_112154.1	Acaryochloris marina MBIC11017	MBIC11017	refseq
NR_112168.1	Oscillatoria nigro-viridis	PCC 7112	refseq
NR_112175.1	Calothrix desertica PCC 7102	PCC 7102	refseq
NR_112176.1	Chlorogloeopsis fritschii PCC 6912	PCC 6912	refseq
NR_112177.1	Fischerella muscicola PCC 7414	PCC 7414	refseq
NR_112178.1	Fischerella thermalis	PCC 7521	refseq
NR_112179.1	Lyngbya aestuarii PCC 7419	PCC 7419	refseq
NR_112180.1	Scytonema hofmannii PCC 7110	PCC 7110	refseq
NR_112197.1	Chlorogloeopsis fritschii PCC 6912	PCC 6912	refseq
NR_112217.1	Starria zimbabweensis	SAG 74.90	refseq
NR_112218.1	Crinalium epipsammum	SAG 22.89	refseq
NR_114306.1	Aerosakkonema funiforme	Lao26	refseq
NR_114406.1	Cyanobium gracile PCC 6307	PCC 6307	refseq
NR_114430.1	Nostoc punctiforme	PCC73102	refseq
NR_114510.1	Stanieria cyanosphaera PCC 7437	PCC 7437	refseq
NR_114511.1	Oscillatoria sancta PCC 7515	PCC 7515	refseq
NR_114565.1	Nodularia spumigena	PCC73104	refseq
NR_114591.1	Halomicronema excentricum	TFEP1	refseq
NR_114679.1	Dactylococcopsis salina PCC 8305	PCC 8305	refseq
NR_114680.1	Lyngbya aestuarii PCC 7419	PCC 7419	refseq
NR_114701.1	Cylindrospermum stagnale PCC 7417	PCC 7417	refseq
NR_114995.1	Calothrix desertica PCC 7102	PCC 7102	refseq
NR_115154.1	Acaryochloris marina MBIC11017	MBIC11017	refseq
NR_115288.1	Crocosphaera watsonii	WH 8501	refseq
NR_115707.1	Nodularia spumigena	PCC 73104	refseq
NR_115807.1	Brasilonema bromeliae	SPC951	refseq
NR_115956.1	Brasilonema octagenarum	UFV-E1	refseq
NR_116034.1	Brasilonema terrestre	CENA116	refseq
NR_116274.1	Moorea producens	3L	refseq
NR_116539.1	Moorea producens	3L	refseq
NR_116573.1	Pseudoscillatoria coralii	BgP10_4S	refseq
NR_117190.1	Calothrix elsteri	CCALA 953	refseq
NR_117191.1	Hassallia andreassenii	CCALA 954	refseq
NR_117192.1	Hassallia antarctica	CCALA 957	refseq
NR_117712.2	Calochaete cimrmanii	RKST551	refseq
NR_117880.1	Iphinoe spelaeobios	LO2-B1	refseq
NR_117881.1	Loriellopsis cavernicola	LF-B5	refseq
NR_118102.1	Mastigocoleus testarum	BC008	refseq
NR_118104.1	Planktothrix spiroides	fs1	refseq
NR_118308.1	Brasilonema tolantongensis	Tolantongo	refseq
NR_118325.1	Limnoraphis robusta	CCALA 966	refseq
NR_118545.1	Okeania lorea	FK12-17	refseq
NR_118555.1	Komvophoron kgarii	Wanggoolba Creek	refseq
NR_118585.1	Okeania plumata	FK12-27	refseq
NR_118586.1	Okeania hirsuta	PAB-10-Feb-10-1	refseq
NR_119092.1	Gloeothece membranacea	PCC 6501	refseq
NR_121745.1	Gloeobacter kilaueensis JS1	JS1	refseq
NR_125480.1	Prochlorococcus marinus subsp. pastoris	PCC 9511	refseq
NR_125481.1	Synechococcus rubescens	SAG 3.81	refseq
NR_125501.1	Leptolyngbya boryana PCC 6306	PCC 6306	refseq
NR_125521.1	Coleofasciculus chthonoplastes	SAG 2209	refseq
NR_125522.1	Planktothrix suspensa	SAG 5.81	refseq
NR_125576.1	Tapinothrix clintonii GSE-PSE06-07G	GSE-PSE06-07G	refseq
NR_125582.1	Brasilonema angustatum	HA4187-MV1	refseq
NR_125583.1	Brasilonema angustatum	HA4187-MV1	refseq
NR_125585.1	Oxynema thaianum	CCALA 960	refseq
NR_125599.1	Arthrospira platensis	PCC 7345	refseq
NR_125647.1	Laspinema etoshii	KR2008/49	refseq
NR_125682.1	Cylindrospermum alatosporum	CCALA 988	refseq
NR_125683.1	Cylindrospermum pellucidum	CCALA 989	refseq
NR_125684.1	Cylindrospermum moravicum	CCALA 993	refseq
NR_125685.1	Cylindrospermum moravicum	CCALA 993	refseq
NR_125686.1	Cylindrospermum licheniforme	CCALA 995	refseq
NR_125687.1	Cylindrospermum majus	CCALA 998	refseq
NR_125688.1	Cylindrospermum badium	CCALA 1000	refseq
NR_125689.1	Cylindrospermum marchicum	CCALA 1001	refseq
NR_125693.1	Cylindrospermum badium	CCALA 1000	refseq
NR_125697.1	Trichocoleus desertorum	ATA4-8-CV2	refseq
NR_125700.1	Kastovskya adunca	ATA6-11-RM4	refseq
NR_125711.1	Arthrospira platensis	PCC 7345	refseq
NR_125712.1	Spirulina major	PCC 6313	refseq
NR_126312.1	Prochlorothrix hollandica PCC 9006 = CALU 1027	PCC 9006	refseq
NR_137272.1	Cephalothrix lacustris CCIBt 3261	CCIBt 3261	refseq
NR_137273.1	Cephalothrix komarekiana CCIBt 3277	CCIBt 3277	refseq
NR_148569.1	Neosynechococcus sphagnicola	sy1	refseq
NR_148663.1	Phyllonema aviceniicola	CENA341	refseq
NR_148664.1	Foliisarcina bertiogensis	CENA333	refseq
NR_149291.1	Ancylothrix rivularis	8PC	refseq
NR_149292.1	Ancylothrix terrestris	10PC	refseq
NR_151861.1	Potamolinea aerugineo-caerulea	1PC	refseq
NR_151862.1	Potamolinea magna	47PC	refseq
NR_151904.1	Aliterella antarctica	CENA408	refseq
NR_153750.1	Cronbergia siamensis	SAG 11.82	refseq
NR_157979.1	Kryptousia microlepis	CENA354	refseq
NR_157980.1	Kryptousia macronema	CENA338	refseq
NR_158066.1	Aliinostoc morphoplasticum	NOS	refseq
NR_164867.1	Dulcicalothrix necridiiformans V13	V13	refseq
U03402.1	Microcystis aeruginosa PCC 7806	PCC 7806	insd
X84809.1	Oculatella subterranea 'VRUC135/Albertano 1985'	VRUC135/Albertano 1985/1	insd
